company_name,industry,job_title,experience_level,employment_type,posted_date,company_size,city,country,min_salary,max_salary,avg_salary,year,month,day_name,quarter,AWS,Azure,BigQuery,C++,CUDA,Excel,FastAPI,Flask,GCP,Hugging Face,KDB+,Keras,LangChain,MLflow,NumPy,Pandas,Power BI,PyTorch,Python,R,Reinforcement Learning,SQL,Scikit-learn,TensorFlow,skills_count
"Smith, Willis and Johnson",Healthcare,AI Researcher,Entry,Remote,2025-01-23,Large,Cathyport,Philippines,106512.0,143521.0,125016.5,2025,January,Thursday,Q1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,8
Greene and Sons,Retail,NLP Engineer,Mid,Contract,2025-06-12,Mid,Pearsonberg,Kyrgyzstan,98138.0,173798.0,135968.0,2025,June,Thursday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
Lloyd PLC,Finance,Computer Vision Engineer,Entry,Internship,2024-11-24,Large,New Ericafurt,Luxembourg,135742.0,157917.0,146829.5,2024,November,Sunday,Q4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,7
Abbott-Gray,E-commerce,ML Engineer,Senior,Internship,2024-07-23,Mid,Howardview,Morocco,83533.0,101505.0,92519.0,2024,July,Tuesday,Q3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Ramos and Sons,Healthcare,Computer Vision Engineer,Entry,Remote,2023-10-23,Mid,Rileyborough,Hungary,121547.0,203993.0,162770.0,2023,October,Monday,Q4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
Hicks Inc,Retail,Data Analyst,Entry,Contract,2025-08-05,Large,North Haileyville,Ukraine,120806.0,164790.0,142798.0,2025,August,Tuesday,Q3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4
Adams-Bright,Tech,Computer Vision Engineer,Mid,Internship,2024-07-11,Startup,Laneberg,Jamaica,98170.0,187910.0,143040.0,2024,July,Thursday,Q3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5
Martin-Gregory,Education,Data Analyst,Senior,Internship,2024-10-23,Startup,Dawnmouth,Myanmar,69719.0,121288.0,95503.5,2024,October,Wednesday,Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,5
Wood LLC,Education,Quant Researcher,Mid,Internship,2023-09-21,Large,North Brooke,United States,149745.0,219560.0,184652.5,2023,September,Thursday,Q3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
Schultz-Sanders,Healthcare,AI Product Manager,Entry,Internship,2024-06-07,Mid,South Elizabeth,Burundi,121766.0,167056.0,144411.0,2024,June,Friday,Q2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6
Ray LLC,Automotive,Quant Researcher,Senior,Remote,2025-09-17,Mid,West Charles,Zambia,134147.0,151699.0,142923.0,2025,September,Wednesday,Q3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6
"Lee, Rodgers and Hunter",Finance,AI Researcher,Mid,Remote,2023-12-05,Mid,West Whitney,Bahrain,120540.0,186828.0,153684.0,2023,December,Tuesday,Q4,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,8
Jones and Sons,Finance,AI Researcher,Entry,Contract,2023-10-31,Large,New Matthew,Uganda,109782.0,188846.0,149314.0,2023,October,Tuesday,Q4,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7
Morse-Hodges,Finance,NLP Engineer,Senior,Full-time,2025-08-26,Mid,Beckerstad,India,122408.0,206048.0,164228.0,2025,August,Tuesday,Q3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,7
"West, Williams and Stewart",Healthcare,Quant Researcher,Mid,Internship,2025-07-04,Large,Macdonaldfort,Jamaica,58854.0,124327.0,91590.5,2025,July,Friday,Q3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6
Lopez LLC,Automotive,Quant Researcher,Entry,Internship,2024-11-09,Startup,South Ralphfort,Marshall Islands,88941.0,139505.0,114223.0,2024,November,Saturday,Q4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,7
Nunez Inc,Retail,Data Analyst,Entry,Internship,2024-11-20,Mid,New Brianborough,Afghanistan,72495.0,145673.0,109084.0,2024,November,Wednesday,Q4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,6
"Lewis, Pollard and Rogers",Retail,Computer Vision Engineer,Senior,Internship,2025-05-26,Startup,Pearsonmouth,Rwanda,82814.0,179347.0,131080.5,2025,May,Monday,Q2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,8
"Moody, Oconnor and Brewer",Finance,ML Engineer,Mid,Internship,2024-09-16,Mid,Thompsonborough,Afghanistan,116933.0,134438.0,125685.5,2024,September,Monday,Q3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
Rodriguez-Moore,Finance,AI Product Manager,Senior,Internship,2024-07-17,Startup,Parkerchester,Tunisia,98712.0,188424.0,143568.0,2024,July,Wednesday,Q3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,6
Baker-Williams,E-commerce,Data Analyst,Mid,Internship,2024-06-08,Mid,Bakerland,Nigeria,60237.0,131972.0,96104.5,2024,June,Saturday,Q2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6
"Summers, Carter and James",Automotive,Data Scientist,Mid,Contract,2024-04-10,Large,Swansonburgh,Maldives,107898.0,200535.0,154216.5,2024,April,Wednesday,Q2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7
"Hughes, Neal and Davis",Automotive,Computer Vision Engineer,Entry,Remote,2025-09-03,Startup,Davidbury,Cameroon,139581.0,152762.0,146171.5,2025,September,Wednesday,Q3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,8
Robinson Inc,Healthcare,AI Product Manager,Senior,Contract,2025-02-04,Large,Wuland,Bolivia,75241.0,170085.0,122663.0,2025,February,Tuesday,Q1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,7
Marsh Inc,Education,Quant Researcher,Mid,Contract,2024-09-08,Startup,Lake Patrickville,Slovakia,137255.0,202108.0,169681.5,2024,September,Sunday,Q3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,5
Kim-Thornton,Finance,Data Scientist,Mid,Full-time,2025-04-16,Mid,South Peggyton,Palau,85959.0,155778.0,120868.5,2025,April,Wednesday,Q2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,7
"Miller, Wilson and Barker",Retail,Quant Researcher,Mid,Remote,2024-08-20,Large,Helenport,Oman,127608.0,200088.0,163848.0,2024,August,Tuesday,Q3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"Stewart, Rodriguez and Jenkins",Education,Computer Vision Engineer,Senior,Full-time,2023-12-13,Large,Port Mitchell,United States,108442.0,183191.0,145816.5,2023,December,Wednesday,Q4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,6
Kelly-Cline,Education,Data Scientist,Mid,Contract,2024-04-11,Large,Port Caroline,Nicaragua,130051.0,206373.0,168212.0,2024,April,Thursday,Q2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,8
Beltran Inc,Tech,Data Analyst,Mid,Internship,2025-08-10,Large,Lake Joshua,Cuba,97481.0,117918.0,107699.5,2025,August,Sunday,Q3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5
"Kennedy, Lopez and Bell",Retail,ML Engineer,Entry,Contract,2023-12-29,Mid,New Michael,Taiwan,94087.0,155660.0,124873.5,2023,December,Friday,Q4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,7
Watson-Mitchell,Tech,ML Engineer,Entry,Full-time,2025-01-02,Mid,Mariaton,Eswatini,70792.0,91387.0,81089.5,2025,January,Thursday,Q1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,5
"Wolfe, Stephenson and Sanchez",Tech,NLP Engineer,Mid,Full-time,2023-12-23,Startup,Wallacetown,Madagascar,68291.0,154121.0,111206.0,2023,December,Saturday,Q4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,7
Gaines-Nelson,Automotive,Data Analyst,Entry,Internship,2024-03-09,Large,West Ryanport,Mozambique,137372.0,221784.0,179578.0,2024,March,Saturday,Q1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,5
"Calhoun, Thomas and Brandt",Automotive,AI Researcher,Entry,Remote,2025-01-16,Large,Shepherdport,Cyprus,83107.0,169161.0,126134.0,2025,January,Thursday,Q1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7
"Hernandez, Griffith and Simmons",Retail,AI Researcher,Mid,Internship,2025-07-22,Large,West Mark,Ethiopia,88435.0,184953.0,136694.0,2025,July,Tuesday,Q3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Davies-Payne,Tech,AI Product Manager,Senior,Full-time,2023-10-02,Large,Kristyton,Guinea-Bissau,136510.0,188862.0,162686.0,2023,October,Monday,Q4,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6
Hicks Group,Automotive,Data Analyst,Senior,Remote,2025-06-12,Large,Hollyberg,Barbados,143200.0,155406.0,149303.0,2025,June,Thursday,Q2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5
Myers Ltd,Retail,Computer Vision Engineer,Entry,Contract,2024-08-13,Mid,Amandahaven,Mexico,82823.0,182473.0,132648.0,2024,August,Tuesday,Q3,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,8
Ramirez and Sons,Automotive,NLP Engineer,Senior,Remote,2025-04-28,Mid,Brendashire,Liberia,109348.0,119746.0,114547.0,2025,April,Monday,Q2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
Adams-Lee,Retail,ML Engineer,Entry,Internship,2025-09-13,Large,New Marthaview,Philippines,65370.0,116822.0,91096.0,2025,September,Saturday,Q3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,6
Rosario PLC,Retail,Data Analyst,Senior,Remote,2025-01-05,Large,East John,Tuvalu,131317.0,223043.0,177180.0,2025,January,Sunday,Q1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,7
Mack and Sons,Automotive,Quant Researcher,Senior,Full-time,2023-10-16,Mid,Rhodestown,Liechtenstein,87751.0,118275.0,103013.0,2023,October,Monday,Q4,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7
"Ramos, Hines and Faulkner",Finance,Data Scientist,Entry,Remote,2024-07-24,Startup,Martinbury,Palau,119481.0,186317.0,152899.0,2024,July,Wednesday,Q3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,7
Smith-Hall,E-commerce,AI Researcher,Senior,Remote,2024-10-12,Startup,Debbieburgh,Finland,94861.0,166400.0,130630.5,2024,October,Saturday,Q4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6
"Santos, Lowe and Lindsey",Finance,ML Engineer,Senior,Remote,2024-04-09,Large,Humphreyfort,Portugal,114821.0,195654.0,155237.5,2024,April,Tuesday,Q2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7
Wilkins-King,E-commerce,Quant Researcher,Entry,Internship,2024-10-23,Mid,Lake Mark,Switzerland,137105.0,162867.0,149986.0,2024,October,Wednesday,Q4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6
Parker-Harris,Healthcare,Computer Vision Engineer,Mid,Internship,2024-10-04,Startup,Morrisburgh,Marshall Islands,73444.0,83704.0,78574.0,2024,October,Friday,Q4,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,9
Mitchell-Ayers,Retail,ML Engineer,Mid,Full-time,2024-12-19,Mid,Andersonberg,Gabon,76464.0,92375.0,84419.5,2024,December,Thursday,Q4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,6
"James, Scott and Armstrong",E-commerce,AI Product Manager,Entry,Remote,2024-12-29,Mid,Kellyton,Togo,129651.0,170616.0,150133.5,2024,December,Sunday,Q4,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7
Mcdonald-Hines,Retail,NLP Engineer,Senior,Remote,2024-05-31,Startup,West Christian,Serbia,145357.0,162928.0,154142.5,2024,May,Friday,Q2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,6
Alvarez and Sons,Education,Data Scientist,Senior,Internship,2024-11-15,Startup,Rebeccamouth,Czech Republic,130772.0,144979.0,137875.5,2024,November,Friday,Q4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,7
Shaw-May,E-commerce,Data Analyst,Senior,Contract,2024-10-10,Mid,Saraberg,Somalia,71169.0,107210.0,89189.5,2024,October,Thursday,Q4,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8
"Deleon, Johnson and Shah",Automotive,Data Analyst,Mid,Remote,2025-07-04,Startup,Markview,Tanzania,108790.0,120569.0,114679.5,2025,July,Friday,Q3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,6
Stevens LLC,Retail,ML Engineer,Entry,Remote,2024-03-30,Large,Palmershire,Spain,87504.0,161685.0,124594.5,2024,March,Saturday,Q1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
"Moore, Edwards and Greene",Finance,Data Analyst,Mid,Full-time,2024-01-14,Mid,North Angelaside,Russia,83696.0,154585.0,119140.5,2024,January,Sunday,Q1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6
Lee Group,Automotive,AI Researcher,Senior,Full-time,2025-01-22,Startup,Buchananfort,Palestine,45038.0,106353.0,75695.5,2025,January,Wednesday,Q1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
"Smith, Rodriguez and Foster",Tech,AI Researcher,Senior,Remote,2025-04-22,Mid,East Laura,Yemen,52265.0,124743.0,88504.0,2025,April,Tuesday,Q2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,6
Hale Group,Automotive,Data Analyst,Mid,Internship,2025-05-20,Mid,Jasonbury,Zambia,147433.0,197450.0,172441.5,2025,May,Tuesday,Q2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5
James PLC,Education,Quant Researcher,Entry,Internship,2025-08-30,Mid,Port Jacqueline,Nigeria,129069.0,209902.0,169485.5,2025,August,Saturday,Q3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5
Wagner-Doyle,Automotive,NLP Engineer,Entry,Full-time,2024-12-22,Startup,Stephaniefurt,Sierra Leone,53182.0,143456.0,98319.0,2024,December,Sunday,Q4,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6
Martinez PLC,Tech,AI Product Manager,Entry,Internship,2025-07-18,Mid,Mollyside,Jordan,78877.0,155191.0,117034.0,2025,July,Friday,Q3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,7
"Allen, Ward and Smith",Tech,AI Product Manager,Mid,Full-time,2024-07-30,Large,Morganshire,Haiti,79490.0,119269.0,99379.5,2024,July,Tuesday,Q3,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,8
Nelson PLC,Education,Computer Vision Engineer,Senior,Internship,2023-10-11,Mid,Bennettshire,Iran,46931.0,121518.0,84224.5,2023,October,Wednesday,Q4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,7
Roach-Flores,Education,AI Researcher,Senior,Full-time,2025-04-06,Startup,Brownfurt,Laos,62605.0,95713.0,79159.0,2025,April,Sunday,Q2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5
Mullins Group,Automotive,Data Analyst,Entry,Internship,2023-11-18,Large,Goodwinshire,Montenegro,138097.0,199176.0,168636.5,2023,November,Saturday,Q4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,7
Smith-Garcia,E-commerce,Data Analyst,Entry,Contract,2024-09-17,Mid,Craigport,Cape Verde,99857.0,141489.0,120673.0,2024,September,Tuesday,Q3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,7
White-Frye,Retail,Data Analyst,Senior,Remote,2024-02-20,Mid,Nicoletown,New Zealand,107295.0,174101.0,140698.0,2024,February,Tuesday,Q1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,5
"Lewis, Mccormick and Rowland",Tech,NLP Engineer,Entry,Full-time,2025-01-19,Mid,Lake Andrea,Dominica,123053.0,222983.0,173018.0,2025,January,Sunday,Q1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,6
"Mccann, Atkinson and Durham",Finance,AI Researcher,Mid,Contract,2024-08-27,Startup,Atkinschester,Colombia,93939.0,149687.0,121813.0,2024,August,Tuesday,Q3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,6
Campbell PLC,Education,NLP Engineer,Entry,Internship,2025-01-22,Startup,Lucaschester,Fiji,127132.0,172973.0,150052.5,2025,January,Wednesday,Q1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
Edwards-Pacheco,E-commerce,AI Researcher,Mid,Full-time,2023-11-03,Large,Stevenside,Democratic Republic of the Congo,68948.0,95321.0,82134.5,2023,November,Friday,Q4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5
Arroyo Ltd,Healthcare,ML Engineer,Entry,Internship,2025-08-06,Mid,North Jennifer,Croatia,117098.0,171168.0,144133.0,2025,August,Wednesday,Q3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
Banks-Wright,Healthcare,ML Engineer,Entry,Full-time,2025-09-02,Mid,South Devintown,Malta,68093.0,162110.0,115101.5,2025,September,Tuesday,Q3,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,8
Hayes PLC,Tech,AI Researcher,Mid,Internship,2024-10-17,Large,Port Kaylatown,Somalia,149051.0,234508.0,191779.5,2024,October,Thursday,Q4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,5
"Moore, Mitchell and Tapia",Finance,NLP Engineer,Mid,Internship,2025-02-20,Large,North Kimberly,Honduras,68849.0,114222.0,91535.5,2025,February,Thursday,Q1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,6
Martin PLC,E-commerce,ML Engineer,Entry,Contract,2024-07-16,Mid,Port Stevenburgh,Saint Kitts and Nevis,149671.0,239816.0,194743.5,2024,July,Tuesday,Q3,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,8
"Garcia, Chambers and Sutton",Finance,ML Engineer,Mid,Full-time,2024-07-16,Mid,South Paulstad,Belarus,70538.0,169148.0,119843.0,2024,July,Tuesday,Q3,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7
Wyatt LLC,Healthcare,NLP Engineer,Entry,Internship,2025-01-20,Large,Jaredport,Namibia,46559.0,58913.0,52736.0,2025,January,Monday,Q1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,9
"Weeks, Diaz and Fisher",Education,Data Analyst,Mid,Remote,2023-11-16,Large,Hernandeztown,Palestine,56010.0,132808.0,94409.0,2023,November,Thursday,Q4,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,8
Murphy Inc,Healthcare,AI Researcher,Mid,Remote,2023-12-07,Startup,East Samuelburgh,Sierra Leone,97069.0,179529.0,138299.0,2023,December,Thursday,Q4,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7
Mahoney LLC,Retail,Data Scientist,Entry,Contract,2025-08-22,Large,North Paigemouth,Tonga,50988.0,141937.0,96462.5,2025,August,Friday,Q3,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,8
Larsen-Armstrong,E-commerce,AI Researcher,Entry,Contract,2025-07-28,Startup,North Albert,Nepal,127429.0,145986.0,136707.5,2025,July,Monday,Q3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,5
Chavez and Sons,Retail,NLP Engineer,Senior,Internship,2024-05-19,Startup,Natashaberg,Bosnia and Herzegovina,114412.0,158034.0,136223.0,2024,May,Sunday,Q2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,8
Davis Ltd,Automotive,NLP Engineer,Entry,Remote,2025-03-13,Mid,North Maryborough,Chile,77143.0,134656.0,105899.5,2025,March,Thursday,Q1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6
Baldwin-Norman,Retail,Computer Vision Engineer,Senior,Internship,2024-04-25,Mid,North Oscar,Djibouti,41541.0,62798.0,52169.5,2024,April,Thursday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,4
"Lyons, Gardner and Moss",E-commerce,Data Scientist,Senior,Remote,2024-05-08,Large,Tarahaven,India,53775.0,65900.0,59837.5,2024,May,Wednesday,Q2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,7
Smith-Silva,Retail,Data Scientist,Senior,Full-time,2024-02-03,Large,West Claudia,Romania,56922.0,108481.0,82701.5,2024,February,Saturday,Q1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,6
Craig-Snyder,Healthcare,AI Product Manager,Entry,Remote,2025-05-10,Mid,Timothyfort,Algeria,73378.0,85805.0,79591.5,2025,May,Saturday,Q2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Shah PLC,E-commerce,NLP Engineer,Senior,Full-time,2024-08-15,Startup,Roberttown,Antigua and Barbuda,138785.0,238009.0,188397.0,2024,August,Thursday,Q3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5
"Robinson, Mcdowell and Robinson",E-commerce,NLP Engineer,Entry,Contract,2024-05-12,Large,South Elizabeth,Georgia,76728.0,116756.0,96742.0,2024,May,Sunday,Q2,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,8
"Williams, Brown and Chen",Finance,Data Analyst,Entry,Contract,2024-01-15,Mid,Cassandraport,Monaco,76471.0,130897.0,103684.0,2024,January,Monday,Q1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6
"Lopez, Davis and Chapman",E-commerce,NLP Engineer,Entry,Contract,2024-01-01,Mid,Lake Alisonhaven,Nicaragua,110388.0,189599.0,149993.5,2024,January,Monday,Q1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7
"Walker, Williamson and Brown",E-commerce,Data Scientist,Entry,Remote,2025-08-08,Large,Staciechester,Angola,89874.0,154358.0,122116.0,2025,August,Friday,Q3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,6
"Fry, Farrell and Hernandez",Education,Quant Researcher,Mid,Internship,2023-11-19,Large,Taylorview,Poland,58207.0,79736.0,68971.5,2023,November,Sunday,Q4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"Gomez, King and Thompson",Automotive,Quant Researcher,Entry,Remote,2025-07-01,Startup,North Sheryl,Chad,71100.0,143266.0,107183.0,2025,July,Tuesday,Q3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4
Kim-Woodward,E-commerce,Quant Researcher,Entry,Internship,2025-09-16,Mid,New Andrea,Nicaragua,137029.0,236175.0,186602.0,2025,September,Tuesday,Q3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,6
"Williams, Moore and Rogers",Education,Data Scientist,Senior,Contract,2025-04-20,Mid,New Kimberlyhaven,Senegal,113059.0,195940.0,154499.5,2025,April,Sunday,Q2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,7
"Roberson, Lucero and Smith",Healthcare,Data Analyst,Mid,Internship,2024-06-17,Large,New Roberto,Japan,77836.0,97801.0,87818.5,2024,June,Monday,Q2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
"Hoffman, Gaines and Medina",Finance,Quant Researcher,Mid,Internship,2025-07-06,Mid,Harperfort,Malta,134973.0,214730.0,174851.5,2025,July,Sunday,Q3,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,7
Robinson Ltd,Education,Data Analyst,Mid,Internship,2025-07-14,Mid,Stevenborough,Greece,52949.0,102386.0,77667.5,2025,July,Monday,Q3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,7
Stark-Collins,Healthcare,Data Analyst,Senior,Internship,2024-10-15,Large,Port Meganshire,Marshall Islands,119299.0,146767.0,133033.0,2024,October,Tuesday,Q4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,8
Allen-Sandoval,Tech,NLP Engineer,Entry,Remote,2025-08-30,Large,Mallorymouth,Malaysia,83982.0,166278.0,125130.0,2025,August,Saturday,Q3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,9
